section_name,item_no,result_json
column grants,155,"{""table"":""participants"",""column"":""name"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,156,"{""table"":""participants"",""column"":""name"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,157,"{""table"":""participants"",""column"":""penalties"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,158,"{""table"":""participants"",""column"":""penalties"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
column grants,159,"{""table"":""participants"",""column"":""penalties"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,160,"{""table"":""participants"",""column"":""penalties"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,161,"{""table"":""participants"",""column"":""room_id"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,162,"{""table"":""participants"",""column"":""room_id"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
column grants,163,"{""table"":""participants"",""column"":""room_id"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,164,"{""table"":""participants"",""column"":""room_id"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,165,"{""table"":""participants"",""column"":""wins"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,166,"{""table"":""participants"",""column"":""wins"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
column grants,167,"{""table"":""participants"",""column"":""wins"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,168,"{""table"":""participants"",""column"":""wins"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,169,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,170,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,171,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,172,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,173,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,174,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,175,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,176,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,177,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,178,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,179,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,180,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,181,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,182,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,183,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""anon"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,184,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,185,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,186,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,187,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,188,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,189,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,190,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,191,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,192,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,193,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,194,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,195,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,196,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,197,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,198,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""authenticated"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,199,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""INSERT""}"
column grants,200,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""REFERENCES""}"
column grants,201,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""SELECT""}"
column grants,202,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""UPDATE""}"
column grants,203,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""INSERT""}"
column grants,204,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""REFERENCES""}"
column grants,205,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""SELECT""}"
column grants,206,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""UPDATE""}"
column grants,207,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""INSERT""}"
column grants,208,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""REFERENCES""}"
column grants,209,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""SELECT""}"
column grants,210,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""UPDATE""}"
column grants,211,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""INSERT""}"
column grants,212,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""REFERENCES""}"
column grants,213,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""SELECT""}"
column grants,214,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""UPDATE""}"
column grants,215,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""INSERT""}"
column grants,216,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""REFERENCES""}"
column grants,217,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""SELECT""}"
column grants,218,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""postgres"",""grantor"":""postgres"",""is_grantable"":""YES"",""privilege_type"":""UPDATE""}"
column grants,219,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,220,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
column grants,221,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,222,"{""table"":""rooms"",""column"":""created_at"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,223,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,224,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
column grants,225,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,226,"{""table"":""rooms"",""column"":""id"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,227,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,228,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
column grants,229,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,230,"{""table"":""rooms"",""column"":""penalty"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,231,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,232,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
column grants,233,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,234,"{""table"":""rooms"",""column"":""round"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
column grants,235,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""INSERT""}"
column grants,236,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""REFERENCES""}"
column grants,237,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""SELECT""}"
column grants,238,"{""table"":""rooms"",""column"":""status"",""schema"":""public"",""grantee"":""service_role"",""grantor"":""postgres"",""is_grantable"":""NO"",""privilege_type"":""UPDATE""}"
constraints,1,"{""table"":""participants"",""schema"":""public"",""deferred"":false,""on_delete"":null,""on_update"":null,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""participants_pkey"",""constraint_type"":""p"",""referenced_table"":null,""referenced_schema"":""public"",""referenced_constraint"":""participants_pkey""}"
constraints,2,"{""table"":""participants"",""schema"":""public"",""deferred"":false,""on_delete"":""CASCADE"",""on_update"":""NO ACTION"",""deferrable"":false,""definition"":""FOREIGN KEY (room_id) REFERENCES rooms(id) ON DELETE CASCADE"",""constraint_name"":""participants_room_id_fkey"",""constraint_type"":""f"",""referenced_table"":""rooms"",""referenced_schema"":""public"",""referenced_constraint"":""rooms_pkey""}"
constraints,3,"{""table"":""rooms"",""schema"":""public"",""deferred"":false,""on_delete"":null,""on_update"":null,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""rooms_pkey"",""constraint_type"":""p"",""referenced_table"":null,""referenced_schema"":""public"",""referenced_constraint"":""rooms_pkey""}"
default privileges,1,"{""default_acl"":[""postgres=rwU/supabase_admin"",""anon=rwU/supabase_admin"",""authenticated=rwU/supabase_admin"",""service_role=rwU/supabase_admin""],""object_type"":""sequence"",""object_owner"":""supabase_admin"",""object_schema"":""public""}"
default privileges,2,"{""default_acl"":[""postgres=arwdDxtm/supabase_admin"",""anon=arwdDxtm/supabase_admin"",""authenticated=arwdDxtm/supabase_admin"",""service_role=arwdDxtm/supabase_admin""],""object_type"":""table"",""object_owner"":""supabase_admin"",""object_schema"":""public""}"
default privileges,3,"{""default_acl"":[""postgres=X/supabase_admin"",""anon=X/supabase_admin"",""authenticated=X/supabase_admin"",""service_role=X/supabase_admin""],""object_type"":""function"",""object_owner"":""supabase_admin"",""object_schema"":""public""}"
default privileges,4,"{""default_acl"":[""postgres=arwdDxtm/postgres"",""anon=arwdDxtm/postgres"",""authenticated=arwdDxtm/postgres"",""service_role=arwdDxtm/postgres""],""object_type"":""table"",""object_owner"":""postgres"",""object_schema"":""storage""}"
default privileges,5,"{""default_acl"":[""postgres=X/postgres"",""anon=X/postgres"",""authenticated=X/postgres"",""service_role=X/postgres""],""object_type"":""function"",""object_owner"":""postgres"",""object_schema"":""storage""}"
default privileges,6,"{""default_acl"":[""postgres=rwU/postgres"",""anon=rwU/postgres"",""authenticated=rwU/postgres"",""service_role=rwU/postgres""],""object_type"":""sequence"",""object_owner"":""postgres"",""object_schema"":""storage""}"
default privileges,7,"{""default_acl"":[""postgres=rwU/supabase_admin"",""anon=rwU/supabase_admin"",""authenticated=rwU/supabase_admin"",""service_role=rwU/supabase_admin""],""object_type"":""sequence"",""object_owner"":""supabase_admin"",""object_schema"":""graphql_public""}"
default privileges,8,"{""default_acl"":[""postgres=arwdDxtm/supabase_admin"",""anon=arwdDxtm/supabase_admin"",""authenticated=arwdDxtm/supabase_admin"",""service_role=arwdDxtm/supabase_admin""],""object_type"":""table"",""object_owner"":""supabase_admin"",""object_schema"":""graphql_public""}"
default privileges,9,"{""default_acl"":[""postgres=X/supabase_admin"",""anon=X/supabase_admin"",""authenticated=X/supabase_admin"",""service_role=X/supabase_admin""],""object_type"":""function"",""object_owner"":""supabase_admin"",""object_schema"":""graphql_public""}"
default privileges,10,"{""default_acl"":[""postgres=arwdDxtm/supabase_admin"",""anon=arwdDxtm/supabase_admin"",""authenticated=arwdDxtm/supabase_admin"",""service_role=arwdDxtm/supabase_admin""],""object_type"":""table"",""object_owner"":""supabase_admin"",""object_schema"":""graphql""}"
default privileges,11,"{""default_acl"":[""postgres=X/supabase_admin"",""anon=X/supabase_admin"",""authenticated=X/supabase_admin"",""service_role=X/supabase_admin""],""object_type"":""function"",""object_owner"":""supabase_admin"",""object_schema"":""graphql""}"
default privileges,12,"{""default_acl"":[""postgres=rwU/supabase_admin"",""anon=rwU/supabase_admin"",""authenticated=rwU/supabase_admin"",""service_role=rwU/supabase_admin""],""object_type"":""sequence"",""object_owner"":""supabase_admin"",""object_schema"":""graphql""}"
default privileges,13,"{""default_acl"":[""postgres=arwdDxtm/postgres"",""anon=Dxtm/postgres"",""authenticated=Dxtm/postgres"",""service_role=Dxtm/postgres""],""object_type"":""table"",""object_owner"":""postgres"",""object_schema"":""public""}"
indexes,1,"{""table"":""participants"",""schema"":""public"",""is_unique"":true,""definition"":""CREATE UNIQUE INDEX participants_pkey ON public.participants USING btree (id)"",""index_name"":""participants_pkey"",""is_primary"":true,""partial_predicate"":null}"
indexes,2,"{""table"":""rooms"",""schema"":""public"",""is_unique"":true,""definition"":""CREATE UNIQUE INDEX rooms_pkey ON public.rooms USING btree (id)"",""index_name"":""rooms_pkey"",""is_primary"":true,""partial_predicate"":null}"
relevant functions/RPCs,1,"{""acl"":[""=X/supabase_admin"",""supabase_admin=X*/supabase_admin"",""dashboard_user=X/supabase_admin""],""owner"":""supabase_admin"",""schema"":""extensions"",""definition"":""CREATE OR REPLACE FUNCTION extensions.grant_pg_cron_access()\n RETURNS event_trigger\n LANGUAGE plpgsql\n SET search_path TO ''\nAS $function$\nBEGIN\n  IF EXISTS (\n    SELECT\n    FROM pg_event_trigger_ddl_commands() AS ev\n    JOIN pg_extension AS ext\n    ON ev.objid = ext.oid\n    WHERE ext.extname = 'pg_cron'\n  )\n  THEN\n    grant usage on schema cron to postgres with grant option;\n\n    alter default privileges in schema cron grant all on tables to postgres with grant option;\n    alter default privileges in schema cron grant all on functions to postgres with grant option;\n    alter default privileges in schema cron grant all on sequences to postgres with grant option;\n\n    alter default privileges for user supabase_admin in schema cron grant all\n        on sequences to postgres with grant option;\n    alter default privileges for user supabase_admin in schema cron grant all\n        on tables to postgres with grant option;\n    alter default privileges for user supabase_admin in schema cron grant all\n        on functions to postgres with grant option;\n\n    grant all privileges on all tables in schema cron to postgres with grant option;\n    revoke all on table cron.job from postgres;\n    grant select on table cron.job to postgres with grant option;\n    revoke trigger on cron.job_run_details from postgres;\n  END IF;\nEND;\n$function$\n"",""result_type"":""event_trigger"",""function_name"":""grant_pg_cron_access"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":"""",""configured_parameters"":[""search_path=\""\""""]}"
relevant functions/RPCs,2,"{""acl"":[""=X/supabase_admin"",""supabase_admin=X/supabase_admin"",""postgres=X*/supabase_admin""],""owner"":""supabase_admin"",""schema"":""extensions"",""definition"":""CREATE OR REPLACE FUNCTION extensions.grant_pg_graphql_access()\n RETURNS event_trigger\n LANGUAGE plpgsql\n SET search_path TO ''\nAS $function$\nbegin\n    if not exists (\n        select 1\n        from pg_catalog.pg_event_trigger_ddl_commands() ev\n        join pg_catalog.pg_extension e on ev.objid = e.oid\n        where e.extname = 'pg_graphql'\n    ) then\n        return;\n    end if;\n\n    drop function if exists graphql_public.graphql;\n    create or replace function graphql_public.graphql(\n        \""operationName\"" text default null,\n        query text default null,\n        variables jsonb default null,\n        extensions jsonb default null\n    )\n        returns jsonb\n        language sql\n    as $$\n        select graphql.resolve(\n            query := query,\n            variables := coalesce(variables, '{}'),\n            \""operationName\"" := \""operationName\"",\n            extensions := extensions\n        );\n    $$;\n\n    -- Attach the wrapper to the extension so DROP EXTENSION cascades to it,\n    -- which in turn triggers set_graphql_placeholder to reinstall the \""not enabled\"" stub.\n    alter extension pg_graphql add function graphql_public.graphql(text, text, jsonb, jsonb);\n\n    grant usage on schema graphql to postgres, anon, authenticated, service_role;\n    grant execute on function graphql.resolve to postgres, anon, authenticated, service_role;\n    grant usage on schema graphql to postgres with grant option;\n    grant usage on schema graphql_public to postgres with grant option;\nend;\n$function$\n"",""result_type"":""event_trigger"",""function_name"":""grant_pg_graphql_access"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":"""",""configured_parameters"":[""search_path=\""\""""]}"
relevant functions/RPCs,3,"{""acl"":[""=X/supabase_admin"",""supabase_admin=X*/supabase_admin"",""dashboard_user=X/supabase_admin""],""owner"":""supabase_admin"",""schema"":""extensions"",""definition"":""CREATE OR REPLACE FUNCTION extensions.grant_pg_net_access()\n RETURNS event_trigger\n LANGUAGE plpgsql\n SET search_path TO ''\nAS $function$\nBEGIN\n  IF EXISTS (\n    SELECT 1\n    FROM pg_event_trigger_ddl_commands() AS ev\n    JOIN pg_extension AS ext\n    ON ev.objid = ext.oid\n    WHERE ext.extname = 'pg_net'\n  )\n  THEN\n    IF NOT EXISTS (\n      SELECT 1\n      FROM pg_roles\n      WHERE rolname = 'supabase_functions_admin'\n    )\n    THEN\n      CREATE USER supabase_functions_admin NOINHERIT CREATEROLE LOGIN NOREPLICATION;\n    END IF;\n\n    GRANT USAGE ON SCHEMA net TO supabase_functions_admin, postgres, anon, authenticated, service_role;\n\n    IF EXISTS (\n      SELECT FROM pg_extension\n      WHERE extname = 'pg_net'\n      -- all versions in use on existing projects as of 2025-02-20\n      -- version 0.12.0 onwards don't need these applied\n      AND extversion IN ('0.2', '0.6', '0.7', '0.7.1', '0.8.0', '0.10.0', '0.11.0')\n    ) THEN\n      ALTER function net.http_get(url text, params jsonb, headers jsonb, timeout_milliseconds integer) SECURITY DEFINER;\n      ALTER function net.http_post(url text, body jsonb, params jsonb, headers jsonb, timeout_milliseconds integer) SECURITY DEFINER;\n\n      ALTER function net.http_get(url text, params jsonb, headers jsonb, timeout_milliseconds integer) SET search_path = net;\n      ALTER function net.http_post(url text, body jsonb, params jsonb, headers jsonb, timeout_milliseconds integer) SET search_path = net;\n\n      REVOKE ALL ON FUNCTION net.http_get(url text, params jsonb, headers jsonb, timeout_milliseconds integer) FROM PUBLIC;\n      REVOKE ALL ON FUNCTION net.http_post(url text, body jsonb, params jsonb, headers jsonb, timeout_milliseconds integer) FROM PUBLIC;\n\n      GRANT EXECUTE ON FUNCTION net.http_get(url text, params jsonb, headers jsonb, timeout_milliseconds integer) TO supabase_functions_admin, postgres, anon, authenticated, service_role;\n      GRANT EXECUTE ON FUNCTION net.http_post(url text, body jsonb, params jsonb, headers jsonb, timeout_milliseconds integer) TO supabase_functions_admin, postgres, anon, authenticated, service_role;\n    END IF;\n  END IF;\nEND;\n$function$\n"",""result_type"":""event_trigger"",""function_name"":""grant_pg_net_access"",""security_mode"":""SECURITY INVOKER"",""identity_arguments"":"""",""configured_parameters"":[""search_path=\""\""""]}"
